Income,TotalSpend,Recency,CustomerTenure,NumDealsPurchases,NumWebVisitsMonth,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,TotalChildren,Cluster,ClusterName,TotalPurchases
46098.0,120,86,13.37,4,8,3,2,2,2,0,High value loyal customers,7
22585.0,81,23,12.79,1,9,1,1,2,0,2,Family budget customers,4
30279.0,37,13,13.0,1,8,1,0,3,1,2,Family budget customers,4
66426.0,1377,14,12.25,2,6,3,5,10,1,0,High value loyal customers,18
30822.0,51,92,12.55,1,7,1,0,3,1,2,Family budget customers,4
33581.0,17,38,12.98,1,8,1,0,2,2,2,Family budget customers,3
19986.0,22,74,12.13,1,7,0,0,3,1,2,Family budget customers,3
27421.0,324,14,13.05,3,7,4,1,6,0,0,High value loyal customers,11
35688.0,211,94,13.36,7,8,4,1,4,3,0,High value loyal customers,9
36143.0,19,33,11.76,1,3,0,1,2,1,3,At risk customers,3
10245.0,41,32,12.63,3,5,1,2,2,1,2,Family budget customers,5
43795.0,492,11,12.21,3,7,7,3,4,1,0,High value loyal customers,14
63381.0,1005,78,13.24,4,2,4,5,13,1,0,High value loyal customers,22
38823.0,114,56,13.34,1,6,2,1,3,1,2,Family budget customers,6
83664.0,1173,57,12.65,3,5,2,2,12,2,0,High value loyal customers,16
90300.0,1738,7,11.99,0,1,5,6,8,0,1,Deal driven customers,19
62499.0,222,0,12.06,2,4,3,1,6,1,3,At risk customers,10
74293.0,1127,66,11.66,1,2,5,4,6,0,1,Deal driven customers,15
51012.0,209,86,12.7,1,6,4,1,4,0,2,Family budget customers,9
70777.0,787,80,11.85,3,3,5,3,12,1,1,Deal driven customers,20
68682.0,1598,56,12.24,1,2,4,9,10,0,1,Deal driven customers,23
43824.0,186,18,13.29,4,8,3,1,4,2,0,High value loyal customers,8
15345.0,47,51,13.33,2,8,1,1,2,1,2,Family budget customers,4
23442.0,27,71,13.02,1,7,1,0,3,1,2,Family budget customers,4
14515.0,96,71,13.14,4,7,2,2,3,1,2,Family budget customers,7
31395.0,64,80,12.78,4,6,2,1,3,2,3,At risk customers,6
75276.0,1040,2,13.26,1,5,9,4,9,0,1,Deal driven customers,22
42373.0,163,83,12.38,5,5,2,1,5,2,3,At risk customers,8
30507.0,343,29,12.81,1,7,5,1,4,0,2,Family budget customers,10
55521.0,446,11,12.19,9,7,6,3,6,3,0,High value loyal customers,15
48006.0,41,55,11.56,1,6,1,0,3,2,3,At risk customers,4
27213.0,70,19,13.34,3,8,2,0,4,1,2,Family budget customers,6
65808.0,272,1,11.59,3,6,5,1,5,2,0,High value loyal customers,11
30351.0,46,19,12.57,1,9,3,0,2,1,2,Family budget customers,5
50437.0,490,28,13.21,3,7,7,1,8,2,0,High value loyal customers,16
23616.0,79,76,13.12,2,8,3,0,3,1,2,Family budget customers,6
53858.0,915,50,13.14,4,4,4,3,6,1,0,High value loyal customers,13
66465.0,1485,1,12.76,3,6,11,9,12,1,0,High value loyal customers,32
46923.0,369,90,13.36,3,7,5,1,7,1,0,High value loyal customers,13
75072.0,1073,83,12.94,2,3,5,4,8,1,1,Deal driven customers,17
75865.0,1242,73,11.75,1,1,3,5,10,0,1,Deal driven customers,18
19789.0,78,24,12.11,3,5,2,1,3,1,2,Family budget customers,6
80134.0,1378,11,11.88,1,5,2,7,11,0,1,Deal driven customers,20
91065.0,1474,33,12.85,1,3,7,9,9,0,1,Deal driven customers,25
49505.0,751,4,12.82,9,8,10,2,8,2,0,High value loyal customers,20
37401.0,48,14,11.65,2,7,2,0,3,1,3,At risk customers,5
30096.0,45,30,11.61,1,6,2,0,3,1,3,At risk customers,5
18492.0,10,75,11.57,1,8,1,0,2,1,3,At risk customers,3
82584.0,1435,26,12.58,1,1,3,4,8,0,1,Deal driven customers,15
93027.0,2119,77,12.72,0,2,7,10,5,0,1,Deal driven customers,22
48686.0,20,8,12.07,1,8,1,0,2,3,3,At risk customers,3
92910.0,1795,42,11.69,1,1,6,7,13,0,1,Deal driven customers,26
75433.0,1188,28,11.74,2,6,2,5,10,1,1,Deal driven customers,17
10404.0,43,52,11.66,2,5,1,0,4,1,2,Family budget customers,5
61314.0,1008,1,12.68,2,3,5,5,12,1,1,Deal driven customers,22
84865.0,1688,1,12.65,1,4,2,4,9,0,1,Deal driven customers,15
42387.0,684,42,13.17,5,8,8,1,7,1,0,High value loyal customers,16
67309.0,1082,76,12.94,15,7,9,6,9,2,0,High value loyal customers,24
75236.0,1068,27,12.1,1,4,8,3,13,1,1,Deal driven customers,24
30015.0,57,28,11.91,2,5,1,0,4,1,3,At risk customers,5
50943.0,46,49,12.53,1,5,1,0,3,1,3,At risk customers,4
67272.0,733,12,12.03,3,5,6,2,12,1,0,High value loyal customers,20
51529.0,467,14,12.32,2,8,9,1,5,1,0,High value loyal customers,15
32011.0,122,89,12.36,3,7,2,1,4,1,3,At risk customers,7
7500.0,36,96,12.9,2,8,2,0,3,1,2,Family budget customers,5
28691.0,34,56,12.49,1,8,1,0,3,1,2,Family budget customers,4
56223.0,156,72,12.03,2,4,2,1,5,1,3,At risk customers,8
18100.0,14,14,12.4,1,5,0,0,3,0,2,Family budget customers,3
30279.0,37,13,13.0,1,8,1,0,3,1,2,Family budget customers,4
20130.0,34,99,11.79,1,8,1,0,3,0,2,Family budget customers,4
23295.0,20,72,12.47,1,8,1,0,2,0,2,Family budget customers,3
42618.0,192,92,12.23,2,8,5,0,4,1,3,At risk customers,9
81246.0,1379,87,12.01,1,1,4,5,7,0,1,Deal driven customers,16
24027.0,48,7,12.56,2,8,2,0,3,1,2,Family budget customers,5
55707.0,428,91,12.02,2,3,3,2,9,1,1,Deal driven customers,14
57959.0,868,71,12.67,5,3,4,7,11,1,0,High value loyal customers,22
56796.0,1001,24,12.87,3,7,8,9,7,1,0,High value loyal customers,24
36230.0,59,17,12.21,1,5,2,0,4,1,3,At risk customers,6
70829.0,431,87,12.08,2,3,4,2,8,2,0,High value loyal customers,14
65991.0,971,21,13.32,3,7,9,5,10,1,0,High value loyal customers,24
38988.0,348,90,13.36,7,8,5,1,6,3,0,High value loyal customers,12
89572.0,2059,44,13.29,1,4,7,7,9,0,1,Deal driven customers,23
42207.0,265,71,12.75,4,6,4,1,5,1,0,High value loyal customers,10
50300.0,270,52,11.6,2,2,2,1,8,1,3,At risk customers,11
66664.0,1289,78,13.27,1,3,5,7,6,0,1,Deal driven customers,18
60597.0,893,2,12.0,4,7,2,2,8,1,0,High value loyal customers,12
70165.0,926,60,12.27,1,1,3,7,11,0,1,Deal driven customers,21
50520.0,135,25,11.92,2,6,3,1,3,1,3,At risk customers,7
80124.0,1495,47,11.52,1,1,3,7,8,0,1,Deal driven customers,18
33183.0,120,46,11.85,2,7,4,0,3,1,3,At risk customers,7
66582.0,1288,83,11.83,1,1,2,8,9,0,1,Deal driven customers,19
75261.0,1743,17,12.69,1,2,5,6,5,0,1,Deal driven customers,16
31880.0,15,13,13.17,1,8,1,0,2,1,2,Family budget customers,3
53790.0,542,86,11.82,3,6,7,2,8,2,0,High value loyal customers,17
49269.0,890,92,13.38,3,7,7,3,12,1,0,High value loyal customers,22
61456.0,1388,47,12.76,4,4,6,10,13,1,0,High value loyal customers,29
37406.0,17,18,12.22,1,8,1,0,2,1,3,At risk customers,3
56937.0,906,81,13.41,7,6,8,6,9,1,0,High value loyal customers,23
38415.0,44,91,12.99,2,7,1,0,3,2,2,Family budget customers,4
20518.0,25,58,11.62,1,5,1,1,2,1,3,At risk customers,4
62503.0,973,40,12.87,4,5,8,3,11,1,0,High value loyal customers,22
41644.0,31,67,11.65,2,3,1,0,3,2,3,At risk customers,4
55842.0,518,19,11.61,1,5,7,1,8,1,1,Deal driven customers,16
62010.0,530,93,13.19,4,5,6,2,7,1,0,High value loyal customers,15
41124.0,506,41,13.17,7,8,7,3,4,1,0,High value loyal customers,14
38961.0,70,60,12.0,1,7,2,1,2,1,3,At risk customers,5
37760.0,54,54,12.39,1,6,2,0,3,1,3,At risk customers,5
32233.0,296,26,13.37,2,9,6,2,2,1,2,Family budget customers,10
43057.0,266,30,12.17,4,5,4,2,5,1,0,High value loyal customers,11
83151.0,747,93,13.22,1,3,5,9,4,0,1,Deal driven customers,18
78825.0,895,35,13.3,1,3,5,10,13,0,1,Deal driven customers,28
65104.0,1053,4,12.13,2,7,3,5,7,1,0,High value loyal customers,15
60093.0,735,92,12.52,2,6,7,2,10,1,0,High value loyal customers,19
14045.0,20,24,11.93,1,7,1,0,3,1,2,Family budget customers,4
28457.0,205,96,13.18,1,8,4,1,4,0,2,Family budget customers,9
78952.0,2092,11,13.27,2,6,2,5,12,1,0,High value loyal customers,19
46310.0,309,99,13.08,2,8,6,1,5,1,0,High value loyal customers,12
76005.0,1722,72,12.85,1,6,3,5,13,0,1,Deal driven customers,21
58308.0,900,77,12.97,4,8,2,6,3,1,0,High value loyal customers,11
55614.0,682,85,12.09,1,7,9,4,6,0,1,Deal driven customers,19
59432.0,663,88,12.72,3,5,5,3,11,1,0,High value loyal customers,19
55563.0,43,22,11.74,1,3,2,0,3,1,3,At risk customers,5
78642.0,1816,83,12.7,1,6,4,9,4,1,1,Deal driven customers,17
67911.0,976,63,11.61,3,3,6,7,11,1,1,Deal driven customers,24
65275.0,746,9,12.75,1,2,4,3,13,0,1,Deal driven customers,20
27203.0,64,92,13.4,2,8,1,1,2,2,2,Family budget customers,4
48330.0,32,2,12.13,1,5,1,0,3,1,3,At risk customers,4
24279.0,263,6,13.01,1,8,4,1,3,0,2,Family budget customers,8
64355.0,1445,66,13.35,2,8,4,3,12,1,0,High value loyal customers,19
50943.0,46,49,12.53,1,5,1,0,3,1,3,At risk customers,4
53653.0,1210,29,13.15,2,6,10,4,12,0,0,High value loyal customers,26
65665.0,945,77,12.08,1,3,5,10,8,1,1,Deal driven customers,23
81217.0,1157,77,12.45,1,1,3,7,11,0,1,Deal driven customers,21
34935.0,137,71,12.53,1,7,2,1,4,0,2,Family budget customers,7
61250.0,730,49,13.04,6,5,5,2,12,1,0,High value loyal customers,19
39665.0,216,97,12.6,3,7,4,2,3,1,0,High value loyal customers,9
60152.0,943,6,12.76,1,3,6,4,12,1,1,Deal driven customers,22
48920.0,347,93,12.2,3,7,6,2,5,2,0,High value loyal customers,13
89120.0,1924,78,11.79,1,1,5,6,7,0,1,Deal driven customers,18
44124.0,397,62,12.64,4,8,6,2,5,1,0,High value loyal customers,13
81169.0,2089,47,12.72,1,2,5,7,9,0,1,Deal driven customers,21
36443.0,138,9,12.91,4,8,3,1,3,2,2,Family budget customers,7
26095.0,42,77,12.5,1,7,1,0,3,1,2,Family budget customers,4
71367.0,777,24,12.36,1,2,4,5,7,0,1,Deal driven customers,16
80184.0,1902,19,11.84,1,3,6,3,10,0,1,Deal driven customers,19
30630.0,52,67,11.93,2,7,2,0,3,2,3,At risk customers,5
73454.0,1651,95,11.84,1,5,2,4,6,0,1,Deal driven customers,12
42691.0,358,48,12.38,1,5,5,1,6,0,1,Deal driven customers,12
70503.0,1727,73,13.25,1,6,2,4,9,0,1,Deal driven customers,15
25545.0,210,35,13.31,3,6,2,2,3,1,2,Family budget customers,7
32880.0,42,76,13.07,1,8,1,0,3,1,2,Family budget customers,4
77863.0,1291,20,12.09,1,2,4,5,10,0,1,Deal driven customers,19
50353.0,442,72,11.56,1,3,4,4,6,0,1,Deal driven customers,14
61839.0,1895,20,13.39,1,8,4,8,4,0,1,Deal driven customers,16
49154.0,411,69,12.16,6,6,4,1,8,2,0,High value loyal customers,13
47682.0,521,80,12.87,4,5,4,3,8,1,0,High value loyal customers,15
72679.0,1168,65,12.28,1,1,4,7,5,1,1,Deal driven customers,16
57954.0,493,52,11.54,7,7,8,2,6,2,0,High value loyal customers,16
65316.0,260,65,12.69,2,4,3,2,5,2,0,High value loyal customers,10
28567.0,46,57,12.54,2,6,2,0,3,1,2,Family budget customers,5
47352.0,319,70,12.72,4,7,6,1,5,1,0,High value loyal customers,12
44931.0,96,0,11.95,1,5,2,1,3,1,3,At risk customers,6
76982.0,1062,19,11.87,1,4,8,3,4,0,1,Deal driven customers,15
57247.0,232,50,12.4,2,2,2,1,7,1,1,Deal driven customers,10
22944.0,76,67,12.02,3,7,3,0,3,1,3,At risk customers,6
25315.0,54,46,12.15,3,8,3,0,3,1,2,Family budget customers,6
43638.0,201,37,13.4,2,7,4,1,4,1,0,High value loyal customers,9
42710.0,406,38,13.09,2,6,4,5,3,1,0,High value loyal customers,12
84169.0,1919,9,12.4,1,3,7,6,6,0,1,Deal driven customers,19
54058.0,662,56,12.58,2,3,4,6,8,1,1,Deal driven customers,18
24683.0,41,98,11.82,2,5,2,0,4,1,3,At risk customers,6
85620.0,1600,68,11.98,1,1,3,6,4,0,1,Deal driven customers,13
47850.0,134,72,12.08,1,6,3,0,4,1,3,At risk customers,7
19514.0,69,47,11.93,4,8,3,1,2,2,3,At risk customers,6
27159.0,21,33,11.76,2,6,1,0,3,2,3,At risk customers,4
39548.0,54,87,11.75,2,3,1,1,3,2,3,At risk customers,5
21474.0,91,0,11.73,2,7,3,1,2,1,3,At risk customers,6
60504.0,526,73,11.9,2,6,6,2,8,1,0,High value loyal customers,16
22419.0,162,74,12.7,1,8,3,2,2,0,2,Family budget customers,7
81698.0,1008,4,12.15,1,1,3,8,13,0,1,Deal driven customers,24
43462.0,240,50,13.3,6,8,4,1,5,2,0,High value loyal customers,10
54880.0,795,57,12.84,2,5,6,2,11,1,0,High value loyal customers,19
79908.0,1772,30,12.74,1,2,5,6,7,0,1,Deal driven customers,18
15315.0,64,27,12.41,2,5,2,0,4,0,2,Family budget customers,6
87771.0,1957,61,12.61,1,6,5,10,4,1,1,Deal driven customers,19
33039.0,78,4,12.31,1,5,2,0,4,1,3,At risk customers,6
81741.0,1572,75,12.54,0,2,6,6,7,0,1,Deal driven customers,19
71499.0,795,12,12.52,2,4,8,3,13,1,0,High value loyal customers,24
62466.0,889,13,11.96,5,4,6,3,12,1,0,High value loyal customers,21
48799.0,331,9,12.15,3,3,3,2,7,1,0,High value loyal customers,12
52157.0,265,48,11.57,2,4,3,2,5,1,3,At risk customers,10
66565.0,1065,80,13.07,4,8,4,2,9,1,0,High value loyal customers,15
29298.0,11,60,12.32,1,5,1,0,2,2,3,At risk customers,3
47691.0,21,43,12.49,1,6,1,0,2,1,3,At risk customers,3
38200.0,17,19,13.07,1,7,1,0,2,2,2,Family budget customers,3
44989.0,369,26,13.3,5,6,5,1,5,1,0,High value loyal customers,11
38443.0,38,58,11.93,2,7,1,0,3,2,3,At risk customers,4
38593.0,177,42,12.3,3,8,4,1,3,1,3,At risk customers,8
64413.0,279,27,12.42,1,5,5,1,5,1,0,High value loyal customers,11
36959.0,62,56,12.25,2,8,2,0,3,1,3,At risk customers,5
61996.0,1230,27,12.92,3,5,6,4,8,1,0,High value loyal customers,18
51287.0,182,10,11.75,3,7,4,1,3,2,3,At risk customers,8
13260.0,49,48,12.36,4,8,3,0,3,2,2,Family budget customers,6
47472.0,75,39,12.29,2,5,2,0,4,2,3,At risk customers,6
54603.0,227,85,12.48,6,7,4,2,4,2,0,High value loyal customers,10
45207.0,215,64,13.14,5,6,3,1,6,2,0,High value loyal customers,10
40689.0,444,69,12.79,7,8,7,1,5,1,0,High value loyal customers,13
47821.0,47,54,12.2,1,8,1,0,3,2,3,At risk customers,4
27450.0,143,57,12.71,1,7,2,1,3,0,2,Family budget customers,6
39453.0,55,64,11.75,2,6,2,0,3,1,3,At risk customers,5
26850.0,63,10,11.7,4,4,2,1,4,2,3,At risk customers,7
79800.0,1867,65,13.27,1,3,5,11,5,0,1,Deal driven customers,21
61794.0,611,74,12.3,2,2,4,4,10,1,1,Deal driven customers,18
53863.0,473,4,11.62,3,7,7,1,7,1,0,High value loyal customers,15
24221.0,55,94,12.36,1,4,1,1,3,0,2,Family budget customers,5
39684.0,81,41,13.22,2,7,2,1,2,1,2,Family budget customers,5
92163.0,2086,25,13.05,0,2,5,11,5,0,1,Deal driven customers,21
69882.0,1478,94,12.14,1,1,3,7,9,0,1,Deal driven customers,19
33178.0,49,9,11.92,1,4,1,0,3,1,3,At risk customers,4
59973.0,382,47,12.3,1,1,3,4,7,0,1,Deal driven customers,14
17459.0,69,12,12.28,3,7,3,1,2,1,2,Family budget customers,6
23910.0,67,80,13.18,1,7,2,0,3,1,2,Family budget customers,5
42169.0,30,20,12.2,2,8,1,0,3,2,3,At risk customers,4
26224.0,63,39,12.58,3,6,2,1,3,1,2,Family budget customers,6
31089.0,79,57,13.37,3,8,3,0,4,1,2,Family budget customers,7
30081.0,42,27,12.86,1,7,1,0,3,1,2,Family budget customers,4
62807.0,819,83,13.33,3,5,5,3,12,1,0,High value loyal customers,20
72906.0,1151,79,12.29,1,1,3,4,9,0,1,Deal driven customers,16
61467.0,594,69,13.06,3,5,5,2,10,2,0,High value loyal customers,17
49618.0,129,77,12.93,4,7,3,1,3,2,0,High value loyal customers,7
21888.0,213,15,13.01,4,10,5,1,2,1,2,Family budget customers,8
42429.0,67,99,11.88,2,5,1,1,3,1,3,At risk customers,5
26150.0,28,61,12.81,1,7,1,0,3,3,3,At risk customers,4
30801.0,45,23,13.18,2,7,1,0,3,1,2,Family budget customers,4
81168.0,1193,84,11.65,1,3,6,4,7,0,1,Deal driven customers,17
26877.0,268,74,12.37,2,6,3,1,6,0,2,Family budget customers,10
45006.0,266,90,12.45,1,3,3,1,7,0,1,Deal driven customers,11
18978.0,37,41,13.05,1,8,1,0,3,1,2,Family budget customers,4
22574.0,37,28,12.18,2,7,2,0,3,3,3,At risk customers,5
48240.0,882,73,13.14,3,5,6,3,13,0,0,High value loyal customers,22
45837.0,373,88,12.43,5,7,6,2,5,2,0,High value loyal customers,13
35791.0,35,94,12.65,2,8,1,0,3,3,3,At risk customers,4
162397.0,107,31,12.58,0,1,0,0,1,2,3,At risk customers,1
54162.0,42,31,12.79,1,4,1,0,3,2,3,At risk customers,4
30522.0,326,6,13.37,5,2,1,2,9,1,0,High value loyal customers,12
54456.0,404,23,12.47,3,6,6,1,7,1,0,High value loyal customers,14
31632.0,95,92,12.47,1,7,2,1,2,0,2,Family budget customers,5
72298.0,939,52,11.81,1,1,4,3,6,0,1,Deal driven customers,13
36975.0,33,50,12.01,1,7,1,0,3,1,3,At risk customers,4
72635.0,981,54,12.58,1,3,6,8,6,0,1,Deal driven customers,20
13624.0,36,93,12.95,2,6,2,0,3,1,2,Family budget customers,5
84196.0,1237,56,12.58,1,3,8,4,7,1,1,Deal driven customers,19
70971.0,1825,28,13.28,7,7,11,11,5,1,0,High value loyal customers,27
34487.0,103,94,13.32,3,9,3,0,3,2,2,Family budget customers,6
28769.0,191,76,13.04,3,9,4,1,4,1,2,Family budget customers,9
69084.0,1586,43,12.12,2,8,7,3,13,1,0,High value loyal customers,23
65488.0,963,46,11.55,1,1,3,4,6,0,1,Deal driven customers,13
62466.0,889,13,11.96,5,4,6,3,12,1,0,High value loyal customers,21
32218.0,93,27,11.87,1,7,2,1,3,0,3,At risk customers,6
83917.0,1587,12,12.7,1,3,6,7,7,0,1,Deal driven customers,20
46102.0,16,3,11.81,1,7,1,0,2,3,3,At risk customers,3
84574.0,1375,72,12.58,1,5,9,11,11,0,1,Deal driven customers,31
56181.0,393,6,12.98,1,4,4,2,7,1,0,High value loyal customers,13
63120.0,1477,53,13.26,5,7,8,4,9,1,0,High value loyal customers,21
73691.0,1179,58,12.15,2,2,6,2,8,1,1,Deal driven customers,16
63381.0,1005,78,13.24,4,2,4,5,13,1,0,High value loyal customers,22
76140.0,1348,57,11.64,1,2,5,9,6,0,1,Deal driven customers,20
62859.0,1307,37,13.0,4,6,9,4,6,1,0,High value loyal customers,19
45906.0,486,20,12.65,2,5,5,4,4,1,0,High value loyal customers,13
77632.0,2252,73,12.81,1,2,4,2,6,0,1,Deal driven customers,12
46463.0,235,56,12.37,7,6,3,1,6,2,0,High value loyal customers,10
105471.0,1724,36,12.94,0,3,9,8,13,0,1,Deal driven customers,30
55282.0,235,9,12.05,1,4,3,1,6,1,3,At risk customers,10
78710.0,1092,42,11.61,3,4,7,6,12,1,1,Deal driven customers,25
66886.0,599,28,12.29,2,5,7,1,7,1,0,High value loyal customers,15
98777.0,2008,23,11.87,0,1,4,6,9,0,1,Deal driven customers,19
29103.0,48,38,13.35,2,9,1,0,3,1,2,Family budget customers,4
67445.0,1174,63,13.39,5,6,9,6,12,1,0,High value loyal customers,27
50616.0,67,71,11.72,1,2,1,1,4,1,3,At risk customers,6
49431.0,365,9,13.41,2,8,7,1,5,1,0,High value loyal customers,13
153924.0,6,81,11.9,0,0,0,0,0,0,3,At risk customers,0
61278.0,165,87,11.99,2,6,3,1,4,1,3,At risk customers,8
26490.0,210,92,13.27,2,6,3,1,5,0,2,Family budget customers,9
73059.0,1095,36,12.33,1,4,9,3,13,1,1,Deal driven customers,25
46734.0,223,86,12.19,4,6,3,2,3,3,3,At risk customers,8
56253.0,597,83,13.07,4,6,7,2,9,1,0,High value loyal customers,18
19986.0,22,74,12.13,1,7,0,0,3,1,2,Family budget customers,3
58330.0,1064,87,12.02,1,4,6,4,13,1,1,Deal driven customers,23
25965.0,74,29,13.32,1,8,2,0,3,0,2,Family budget customers,5
14661.0,26,88,13.0,1,6,1,0,3,0,2,Family budget customers,4
18690.0,60,77,13.01,1,8,1,1,2,0,2,Family budget customers,4
45068.0,20,25,12.63,1,7,1,0,2,1,2,Family budget customers,3
21063.0,59,34,12.27,2,6,2,0,3,1,2,Family budget customers,5
29187.0,34,43,12.65,1,8,1,0,3,1,2,Family budget customers,4
54690.0,198,76,12.15,3,3,3,1,5,2,3,At risk customers,9
59304.0,1048,81,12.42,3,5,7,8,10,1,0,High value loyal customers,25
59247.0,574,87,12.15,5,6,5,2,9,2,0,High value loyal customers,16
66731.0,1029,33,13.3,4,3,4,3,6,1,0,High value loyal customers,13
77353.0,670,38,12.04,2,4,6,4,8,1,1,Deal driven customers,18
52614.0,990,63,13.08,2,8,2,4,8,1,0,High value loyal customers,14
26751.0,11,26,11.61,1,8,1,0,2,2,3,At risk customers,3
81300.0,1241,17,13.17,3,5,10,3,5,1,0,High value loyal customers,18
70337.0,576,75,11.99,1,1,2,2,12,0,1,Deal driven customers,16
36145.0,172,13,12.54,4,9,4,1,3,1,2,Family budget customers,8
65295.0,664,19,12.02,1,2,3,3,13,0,1,Deal driven customers,19
68118.0,928,51,12.2,2,6,8,9,4,1,0,High value loyal customers,21
68743.0,2074,81,13.34,1,7,11,5,13,0,1,Deal driven customers,29
41039.0,467,32,12.44,1,8,8,1,5,0,0,High value loyal customers,14
38946.0,257,84,12.19,2,5,3,1,6,1,3,At risk customers,10
65777.0,1146,87,12.03,1,1,2,8,6,0,1,Deal driven customers,16
66476.0,689,99,12.82,2,4,5,2,11,1,0,High value loyal customers,18
86857.0,2114,96,13.3,1,2,5,6,10,0,1,Deal driven customers,21
160803.0,1717,21,13.41,15,0,0,28,1,0,1,Deal driven customers,29
77845.0,1346,40,11.63,1,1,3,5,12,0,1,Deal driven customers,20
69476.0,1044,3,12.25,1,2,4,6,4,0,1,Deal driven customers,14
50611.0,493,98,13.24,6,6,4,5,7,1,0,High value loyal customers,16
61209.0,957,73,12.35,1,2,5,3,4,0,1,Deal driven customers,12
42315.0,270,90,12.47,3,3,1,4,4,1,3,At risk customers,9
13084.0,29,29,12.16,1,6,1,0,3,0,2,Family budget customers,4
47570.0,121,3,12.59,3,7,2,2,2,2,3,At risk customers,6
61923.0,126,94,12.43,1,3,2,1,4,2,3,At risk customers,7
34824.0,23,65,11.77,1,6,1,0,2,0,3,At risk customers,3
26518.0,57,33,12.73,3,8,2,0,3,2,2,Family budget customers,5
45938.0,636,46,12.16,2,6,8,4,6,0,0,High value loyal customers,18
78468.0,1004,29,11.73,1,4,10,7,10,0,1,Deal driven customers,27
78901.0,734,99,12.29,3,4,9,3,5,1,0,High value loyal customers,17
71427.0,614,26,11.81,2,4,8,2,8,2,0,High value loyal customers,18
71022.0,1453,30,11.88,3,8,5,2,11,1,0,High value loyal customers,18
90247.0,1621,27,11.67,1,1,3,4,7,0,1,Deal driven customers,14
41335.0,187,24,12.01,3,7,4,1,4,1,3,At risk customers,9
71952.0,1443,93,12.97,2,4,8,4,8,1,0,High value loyal customers,20
35682.0,57,34,11.51,1,2,1,1,3,1,3,At risk customers,5
43185.0,637,88,12.73,2,8,9,3,6,1,0,High value loyal customers,18
66375.0,948,96,12.11,3,7,2,4,5,1,0,High value loyal customers,11
35178.0,59,10,12.97,1,7,1,1,2,1,2,Family budget customers,4
25252.0,18,26,12.47,1,8,1,0,2,1,2,Family budget customers,3
55250.0,903,49,13.19,4,5,7,5,10,1,0,High value loyal customers,22
33249.0,112,11,12.86,2,6,2,1,3,1,2,Family budget customers,6
58398.0,596,44,12.63,3,4,5,4,8,0,1,Deal driven customers,17
50272.0,233,75,12.4,3,7,4,1,5,1,0,High value loyal customers,10
76618.0,1511,64,13.07,1,1,3,2,5,0,1,Deal driven customers,10
87305.0,1152,19,13.27,1,2,5,3,8,0,1,Deal driven customers,16
25851.0,48,45,12.88,2,7,2,0,3,1,2,Family budget customers,5
58710.0,1185,77,12.75,6,6,11,5,9,1,0,High value loyal customers,25
45160.0,21,9,11.76,1,7,1,0,2,2,3,At risk customers,3
74806.0,965,1,13.03,2,4,5,4,5,1,0,High value loyal customers,14
59111.0,869,90,12.67,1,7,11,1,8,0,0,High value loyal customers,20
18988.0,16,43,11.61,2,7,1,0,3,1,3,At risk customers,4
72190.0,1947,79,12.88,1,3,5,6,4,0,1,Deal driven customers,15
7500.0,71,19,13.42,5,9,4,1,2,1,2,Family budget customers,7
44794.0,65,99,11.56,1,6,2,0,3,1,3,At risk customers,5
80395.0,1380,62,12.1,1,2,6,5,12,0,1,Deal driven customers,23
75012.0,1027,41,11.93,1,1,3,8,11,0,1,Deal driven customers,22
56962.0,411,60,12.22,7,7,6,3,5,3,0,High value loyal customers,14
89891.0,836,17,12.71,1,4,11,6,8,0,1,Deal driven customers,25
35946.0,11,24,12.26,1,5,0,0,3,2,3,At risk customers,3
53593.0,480,60,13.4,8,8,7,2,6,2,0,High value loyal customers,15
66373.0,606,57,12.55,7,3,4,2,10,2,0,High value loyal customers,16
45072.0,284,74,12.21,5,8,6,1,4,3,0,High value loyal customers,11
89694.0,1472,22,12.23,3,5,4,3,4,2,0,High value loyal customers,11
72025.0,1677,46,11.67,1,2,4,8,13,0,1,Deal driven customers,25
67432.0,1335,69,12.76,2,4,8,5,4,1,0,High value loyal customers,17
70545.0,334,29,11.58,1,2,4,1,7,1,1,Deal driven customers,12
17487.0,18,37,12.79,1,7,1,0,2,1,2,Family budget customers,3
62882.0,1338,26,13.39,2,4,7,5,6,1,0,High value loyal customers,18
64108.0,1099,8,12.78,4,5,6,9,11,1,0,High value loyal customers,26
34941.0,97,26,12.82,2,8,3,0,3,2,2,Family budget customers,6
48767.0,63,79,12.0,3,5,2,1,3,3,3,At risk customers,6
38702.0,109,71,12.42,2,6,3,0,4,1,3,At risk customers,7
82224.0,902,83,11.93,1,3,6,9,5,0,1,Deal driven customers,20
83844.0,1574,57,12.64,1,1,4,4,11,0,1,Deal driven customers,19
17003.0,38,37,12.06,3,5,2,0,4,1,2,Family budget customers,6
71163.0,960,30,11.81,1,1,3,8,12,0,1,Deal driven customers,23
33697.0,28,34,12.29,1,7,1,0,2,1,2,Family budget customers,3
63564.0,1215,0,11.92,1,6,10,10,7,0,1,Deal driven customers,27
83443.0,1497,89,12.0,1,2,6,10,5,0,1,Deal driven customers,21
51518.0,449,92,12.24,2,3,3,2,10,1,1,Deal driven customers,15
58330.0,1064,87,12.02,1,4,6,4,13,1,1,Deal driven customers,23
80952.0,1757,20,12.84,1,8,8,5,11,0,1,Deal driven customers,24
